ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID
3zo,Li6.225P0.775Si0.225S5Br,4,Li24.9P3.1Si0.9S20.0Br4.0,0.00108,,,F-43m,216,10.0315,10.0315,10.0315,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234593.0,168.0,
vj7,Li6.25P0.75Si0.25S5Br,4,Li25.0P3.0Si1.0S20.0Br4.0,0.00141,,,F-43m,216,10.0365,10.0365,10.0365,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234594.0,168.0,
wsd,Li6.3P0.7Si0.3S5Br,4,Li25.2P2.8Si1.2S20.0Br4.0,0.00165,,,F-43m,216,10.0521,10.0521,10.0521,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234595.0,168.0,
10s,Li6.35P0.65Si0.35S5Br,4,Li25.4P2.6Si1.4S20.0Br4.0,0.00234,,,F-43m,216,10.0468,10.0468,10.0468,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234596.0,168.0,
fkj,Li6.5P0.5Si0.5S5Br,4,Li26.0P2.0Si2.0S20.0Br4.0,0.00219,,,F-43m,216,10.0521,10.0521,10.0521,90.0,90.0,90.0,argyrodites,10.1039/c7ta08581h,1,D2 - 168,done,appendix; ICSD,,,,,234597.0,168.0,
24k,Li7Ge3PS12,4,Li28.0Ge12.0P4.0S48.0,0.00011,,,F-43m,216,9.80192,9.80192,9.80192,90.0,90.0,90.0,argyrodites,10.1016/j.jssc.2016.12.001,1,D2- 169; D1 - 488,done,ICSD ,,,,,258187.0,169.0,405.0
tt3,Li6PS5Cl,4,Li24.0P4.0S20.0Cl4.0,0.0013,,,F-43m,216,9.8397,9.8397,9.8397,90.0,90.0,90.0,argyrodites,10.1016/j.ssi.2012.06.008,1,D2 - 171,not available,,,,,,,171.0,
nig,Li6PS5Br,4,Li24.0P4.0S20.0Br4.0,0.00277,,,F-43m,216,9.988,9.988,9.988,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267193.0,172.0,
z16,Li6P(S4.9Se0.1)Br,4,Li24.0P4.0S19.6Se0.4Br4.0,0.0032,,,F-43m,216,9.9902,9.9902,9.9902,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267194.0,172.0,
hbz,Li6P(S4.8Se0.2)Br,4,Li24.0P4.0S19.2Se0.8Br4.0,0.00392,,,F-43m,216,9.9946,9.9946,9.9946,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267195.0,172.0,
uut,Li6P(S4.7Se0.3)Br,4,Li24.0P4.0S18.8Se1.2Br4.0,0.00362,,,F-43m,216,9.9974,9.9974,9.9974,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267196.0,172.0,
cju,Li6P(S4.6Se0.4)Br,4,Li24.0P4.0S18.4Se1.6Br4.0,0.00364,,,F-43m,216,10.0079,10.0079,10.0079,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267197.0,172.0,
d9l,Li6P(S4.5Se0.5)Br,4,Li24.0P4.0S18.0Se2.0Br4.0,0.00268,,,F-43m,216,10.0176,10.0176,10.0176,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267198.0,172.0,
96f,Li6P(S4.4Se0.6)Br,4,Li24.0P4.0S17.6Se2.4Br4.0,0.00278,,,F-43m,216,10.0259,10.0259,10.0259,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267199.0,172.0,
1kq,Li6P(S4.3Se0.7)Br,4,Li24.0P4.0S17.2Se2.8Br4.0,0.00301,,,F-43m,216,10.0265,10.0265,10.0265,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267200.0,172.0,
c6e,Li6P(S4.2Se0.8)Br,4,Li24.0P4.0S16.8Se3.2Br4.0,0.00348,,,F-43m,216,10.0332,10.0332,10.0332,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267201.0,172.0,
t2c,Li6P(S4.1Se0.9)Br,4,Li24.0P4.0S16.4Se3.6Br4.0,0.00382,,,F-43m,216,10.0418,10.0418,10.0418,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267202.0,172.0,
dlj,Li6P(S4Se)Br,4,Li24.0P4.0S16.0Se4.0Br4.0,0.00361,,,F-43m,216,10.0522,10.0522,10.0522,90.0,90.0,90.0,argyrodites,10.1021/acs.inorgchem.8b02443,1,D2 - 172,done,ICSD ,,,,,267203.0,172.0,
w87,Li6PS5Br,4,Li24.0P4.0S20.0Br4.0,3.2e-05,,,F-43m,216,9.98,9.98,9.98,90.0,90.0,90.0,argyrodites,10.1002/pssa.201001117,1,D2 - 174,done,ICSD not the same paper,,,Yes,10.1021/acs.inorgchem.0c01504,142469.0,174.0,
97p,Li6PS5Cl,4,Li24.0P4.0S20.0Cl4.0,3.3e-05,,,F-43m,216,9.85,9.85,9.85,90.0,90.0,90.0,argyrodites,10.1002/pssa.201001117,1,D2 - 174,done,ICSD not the same paper,,,Yes,10.1021/acs.inorgchem.0c01504,142473.0,174.0,
p9u,Li6PS5I,4,Li24.0P4.0S20.0I4.0,0.00022,,,F-43m,216,10.142,10.142,10.142,90.0,90.0,90.0,argyrodites,10.1002/pssa.201001117,1,D2 - 174,done,ICSD not the same paper,,,Yes,10.1021/jacs.7b06327,259212.0,174.0,
5wz,Li6PS5I,4,Li24.0P4.0S20.0I4.0,1.26e-06,,,F-43m,216,10.14516,10.14516,10.14516,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,done,,,appendix: diffraction data available,Yes,10.1002/anie.200703900,418489.0,175.0,
5gj,Li6.1P0.90Ge0.1S5I,4,Li24.4P3.6Ge0.4S20.0I4.0,8.86e-06,,,F-43m,216,10.16695,10.16695,10.16695,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,
t17,Li6.15P0.85Ge0.15S5I,4,Li24.6P3.4Ge0.6S20.0I4.0,3.93e-05,,,F-43m,216,10.18054,10.18054,10.18054,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,
kf7,Li6.2P0.8Ge0.2S5I,4,Li24.8P3.2Ge0.8S20.0I4.0,3.19e-05,,,F-43m,216,10.18473,10.18473,10.18473,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,
utv,Li6.25P0.75Ge0.25S5I,4,Li25.0P3.0Ge1.0S20.0I4.0,0.00015,,,F-43m,216,10.19307,10.19307,10.19307,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,
q9f,Li6.3P0.7Ge0.3S5I,4,Li25.2P2.8Ge1.2S20.0I4.0,0.00065,,,F-43m,216,10.20585,10.20585,10.20585,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,
5qw,Li6.4P0.6Ge0.4S5I,4,Li25.6P2.4Ge1.6S20.0I4.0,0.0015,,,F-43m,216,10.22972,10.22972,10.22972,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,
znj,Li6.5P0.5Ge0.5S5I,4,Li26.0P2.0Ge2.0S20.0I4.0,0.00186,,,F-43m,216,10.24314,10.24314,10.24314,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,not available,,,appendix: diffraction data available,,,,175.0,
pa1,Li6.6P0.4Ge0.6S5I,4,Li26.4P1.6Ge2.4S20.0I4.0,0.00521,,,F-43m,216,10.24314,10.24314,10.24314,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,done,,,appendix: diffraction data available,Yes,10.1021/jacs.1c11571,115461.0,175.0,
lxk,Li6.7P0.3Ge0.7S5I,4,Li26.8P1.2Ge2.8S20.0I4.0,0.00554,,,F-43m,216,10.2851,10.2851,10.2851,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,done,,,appendix: diffraction data available,,,,175.0,
1m8,Li6.8P0.2Ge0.8S5I,4,Li27.2P0.8Ge3.2S20.0I4.0,0.00258,,,F-43m,216,10.2998,10.2998,10.2998,90.0,90.0,90.0,argyrodites,10.1021/jacs.8b10282,1,D2 - 175,done,,,appendix: diffraction data available,,,,175.0,
xnb,Li5PS4(BH4)2,4,Li20.0P4.0S16.0B8.0H32.0,0.0018,,,F-43m,216,10.01,10.01,10.01,90.0,90.0,90.0,argyrodites,10.1021/acsomega.8b00377,1,D1 - 583,not available,,,,,,,,583.0
ga9,LiCe(BH4)3Cl,8,Li8.0Ce8.0B24.0H96.0Cl8.0,0.000103,,,I-43m,217,11.72,11.72,11.72,90.0,90.0,90.0,argyrodites,10.1021/cm300792t,1,D2 - 178,done,appendix; ICSD,,,,,185218.0,178.0,
240,Li8GeP4,8,Li64.0Ge8.0P32.0,8.6e-05,,,P-43n ,218,11.7831,11.7831,11.7831,90.0,90.0,90.0,phosphates,10.1021/acs.chemmater.8b02759,1,D2 - 161,done,ICSD ,,,,,235187.0,161.0,
6l9,Li4B7O12Cl,8,Li32.0B56.0O96.0Cl8.0,2e-06,2e-06,,F-43c,219,12.167,12.167,12.167,90.0,90.0,90.0,boracites,10.1107/s0567740877009443,1,D2 - 179; D1 - 730,done,ICSD ,,,,,,179.0,
mtr,Fe0.16La2.95Li5.68Zr2O12,8,Fe1.28La23.6Li45.44Zr16.0O96.0,0.000935,,,I-43d ,220,12.9783,12.9783,12.9783,90.0,90.0,90.0,garnet,10.1021/acs.chemmater.6b02516,1,D2 - 180,done,appendix; ICSD,,check the composition,,,431391.0,180.0,
s2v,Fe0.19La2.95Li5.57Zr2O12,8,Fe1.52La23.6Li44.56Zr16.0O96.0,0.00138,,,I-43d ,220,12.9769,12.9769,12.9769,90.0,90.0,90.0,garnet,10.1021/acs.chemmater.6b02516,1,D2 - 180,done,appendix; ICSD,,check the composition,,,431392.0,180.0,
4p7,Li3ClO,1,Li3.0Cl1.0O1.0,0.025,,,Pm-3m,221,3.91,3.91,3.91,90.0,90.0,90.0,antiperovskite,10.1039/c3ta15087a,1,D2 - 181,done,,,,Yes,mp-985585,,181.0,
gas,Li0.31La0.63(Ti0.9Co0.1)O3,1,Li0.31La0.63Ti0.9Co0.1O3.0,0.00026,,,Pm-3m,221,3.8845,3.8845,3.8845,90.0,90.0,90.0,perovskites,10.1016/j.mseb.2004.07.003,1,D2 - 182,done,ICSD ,,,,,151533.0,182.0,
f5n,Li2(OH)0.9F0.1Cl,1,Li2.0O0.9H0.9F0.1Cl1.0,3.86e-05,,,Pm-3m,221,3.91,3.91,3.91,90.0,90.0,90.0,antiperovskite,10.1002/anie.201604554,1,D2 - 184,not available,,,,,,,184.0,
hx7,Li2(OH)Br,1,Li2.0O1.0H1.0Br1.0,1.2e-06,,,Pm-3m,221,4.056,4.056,4.056,90.0,90.0,90.0,antiperovskite,10.1002/ange.201604554,1,D2 - 184,done,,,,Yes,10.1016/0022-5088(81)90132-6,200874.0,184.0,
lk8,(La0.55Li0.45)(Ti0.9Al0.1)O3,1,La0.55Li0.45Ti0.9Al0.1O3.0,0.00151,,,Pm-3m,221,3.8697,3.8697,3.8697,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254045.0,186.0,
lud,(La0.6Li0.4)(Ti0.8Al0.2)O3,1,La0.6Li0.4Ti0.8Al0.2O3.0,0.000568,,,Pm-3m,221,3.8617,3.8617,3.8617,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254046.0,186.0,
vlm,(La0.65Li0.35)(Ti0.7Al0.3)O3,1,La0.65Li0.35Ti0.7Al0.3O3.0,0.000161,,,Pm-3m,221,3.8594,3.8594,3.8594,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254047.0,186.0,
gwu,(La0.7Li0.3)(Ti0.6Al0.4)O3,1,La0.7Li0.3Ti0.6Al0.4O3.0,1.04e-07,,,Pm-3m,221,3.8472,3.8472,3.8472,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254048.0,186.0,
oi4,Li0.375Sr0.4375Hf0.25Ta0.75O3,1,Li0.38Sr0.44Hf0.25Ta0.75O3.0,0.00038,,,Pm-3m,221,3.992,3.992,3.992,90.0,90.0,90.0,perovskites,10.1021/acsami.6b03070,1,D2 - 189,not available,,,,,,,189.0,
lcx,La0.6Sr0.06Li0.06TiO3,1,La0.6Sr0.06Li0.06Ti1.0O3.0,1.13e-05,,,Pm-3m,221,5.477,5.477,5.477,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,
mam,La0.56Sr0.1Li0.1TiO3,1,La0.56Sr0.1Li0.1Ti1.0O3.0,1.37e-05,,,Pm-3m,221,5.481,5.481,5.481,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,
0jx,La0.51Sr0.15Li0.15TiO3,1,La0.51Sr0.15Li0.15Ti1.0O3.0,5.3e-05,,,Pm-3m,221,5.489,5.489,5.489,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,531.0
lyq,La0.41Sr0.25Li0.25TiO3,1,La0.41Sr0.25Li0.25Ti1.0O3.0,7.64e-05,,,Pm-3m,221,5.495,5.495,5.495,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,530.0
2tt,La0.385Sr0.275Li0.275TiO3,1,La0.39Sr0.28Li0.28Ti1.0O3.0,6.04e-05,,,Pm-3m,221,5.497,5.497,5.497,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,
xy0,La0.36Sr0.3Li0.3TiO3,1,La0.36Sr0.3Li0.3Ti1.0O3.0,1.92e-05,,,Pm-3m,221,5.499,5.499,5.499,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,
epv,La0.58Li0.27TiO3,1,La0.58Li0.27Ti1.0O3.0,0.000832,,,Pm-3m,221,3.8771,3.8771,3.8771,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,
v7r,La0.56Li0.33TiO3,1,La0.56Li0.33Ti1.0O3.0,0.0013,,,Pm-3m,221,3.8751,3.8751,3.8751,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,
yhc,La0.55Li0.36TiO3,1,La0.55Li0.36Ti1.0O3.0,0.00154,,,Pm-3m,221,3.8738,3.8738,3.8738,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,
q3c,La0.54Li0.39TiO3,1,La0.54Li0.39Ti1.0O3.0,0.00125,,,Pm-3m,221,3.8726,3.8726,3.8726,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,
pdv,La0.52Li0.45TiO3,1,La0.52Li0.45Ti1.0O3.0,0.000785,,,Pm-3m,221,3.8723,3.8723,3.8723,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,
sv7,La0.51Li0.34TiO2.94,1,La0.51Li0.34Ti1.0O2.94,0.001,0.001,,Pm-3m,221,3.871,3.871,3.871,90.0,90.0,90.0,perovskites,10.1016/0167-2738(94)90309-3,1,D2 - 319,not available,,,,,,,319.0,
qbb,Li3OBr,1,Li3.0O1.0Br1.0,1.1e-06,,,Pm-3m,221,4.05,4.05,4.05,90.0,90.0,90.0,antiperovskite,10.1016/j.ssi.2015.11.027,1,D2 - 195,done,,,,Yes,10.1515/znb-1989-1103,67265.0,195.0,
o23,Li0.25La0.25TaO3,1,Li0.25La0.25Ta1.0O3.0,2.61e-05,,,Pm-3m,221,3.9063,3.9063,3.9063,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00414-7,1,D1 - 617,not available,,,,,,,,617.0
w1l,Li0.5Sr0.5Cr0.25Ta0.75O3,1,Li0.5Sr0.5Cr0.25Ta0.75O3.0,6e-05,,,Pm-3m,221,3.9503,3.9503,3.9503,90.0,90.0,90.0,perovskites,10.1016/s0378-7753(97)02645-1,1,D1 - 619,not available,,,,,,,,619.0
jce,Li0.5Sr0.5Fe0.25Ta0.75O3,1,Li0.5Sr0.5Fe0.25Ta0.75O3.0,0.0001,,,Pm-3m,221,3.9639,3.9639,3.9639,90.0,90.0,90.0,perovskites,10.1016/s0378-7753(97)02645-1,1,D1 - 619,not available,,,,,,,,619.0
9ph,Li0.19La0.67(Ti0.9Co0.1)O3,4,Li0.76La2.68Ti3.6Co0.4O12.0,0.000108,,,Fm-3m,225,7.7722,7.7722,7.7722,90.0,90.0,90.0,perovskites,10.1016/j.mseb.2004.07.003,1,D2 - 182,done,ICSD ,,,,,151535.0,182.0,
kkn,Li6NBr3,4,Li24.0N4.0Br12.0,1e-08,,,Fm-3m,225,8.9334,8.9334,8.9334,90.0,90.0,90.0,halides,10.1016/j.jallcom.2015.01.082,1,D2 - 196,done,,,,Yes,10.1016/S0925-8388(97)00158-8,84090.0,196.0,
m0v,Li(Li0.34Ti1.66)O4,8,Li10.72Ti13.28O32.0,6.03e-08,,,Fd-3m,227,8.362,8.362,8.362,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168137.0,164.0,
6du,(Li0.916Mg0.084)(Li0.352Mg0.016Ti1.634)O4,8,Li10.14Mg0.8Ti13.07O32.0,1.73e-08,,,Fd-3m,227,8.3649,8.3649,8.3649,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168139.0,164.0,
u0c,(Li0.826Mg0.174)(Li0.374Mg0.026Ti1.60)O4,8,Li9.6Mg1.6Ti12.8O32.0,4.24e-09,,,Fd-3m,227,8.3666,8.3666,8.3666,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168141.0,164.0,
xub,(Li0.74Mg0.26)(Li0.40Mg0.04Ti1.56)O4,8,Li9.12Mg2.4Ti12.48O32.0,1.51e-09,,,Fd-3m,227,8.3703,8.3703,8.3703,90.0,90.0,90.0,oxides,10.1016/j.ssi.2010.06.003,1,D2 - 164,done,ICSD ,,,,,168142.0,164.0,
bjw,Li2MnCl4,8,Li16.0Mn8.0Cl32.0,4.79e-06,,,Fd-3m,227,10.481,10.481,10.481,90.0,90.0,90.0,chlorides,10.1016/0167-2738(83)90223-0,1,D2 - 166,done,ICSD not the same paper,,,Yes,ICSD-69678,69678.0,166.0,
dvn,Li2MgCl4,8,Li16.0Mg8.0Cl32.0,6.24e-07,,,Fd-3m,227,10.416,10.416,10.416,90.0,90.0,90.0,chlorides,10.1016/0167-2738(83)90223-0,1,D2 - 166,done,ICSD not the same paper,,,Yes,10.1002/zaac.19946200505,74957.0,166.0,
t3k,Li1.9Mn0.9Ga0.1Cl4,8,Li15.2Mn7.2Ga0.8Cl32.0,2.37e-07,,,Fd-3m,227,10.4881,10.4881,10.4881,90.0,90.0,90.0,chlorides,10.1016/s0167-2738(96)00592-9,1,D2 - 198,done,ICSD ,,,,,50305.0,198.0,
uxi,Li1.65Mn0.65In0.35Cl4,8,Li13.2Mn5.2In2.8Cl32.0,9.9e-08,,,Fd-3m,227,10.4696,10.4696,10.4696,90.0,90.0,90.0,chlorides,10.1016/s0167-2738(96)00592-9,1,D2 - 198,done,ICSD ,,,,,50306.0,198.0,
r5y,Li2CdCl4,8,Li1.6Cd8.0Cl32.0,5.8e-07,,,Fd-3m,227,10.635,10.635,10.635,90.0,90.0,90.0,chlorides,10.1016/0025-5408(81)90142-2,1,D2 - 199,not available,,,composition corrected,,,,199.0,
ek5,LiSrNb2O6F,8,Li8.0Sr8.0Nb16.0O48.0F8.0,<1E-10,,,Fd-3m,227,10.48371,10.48371,10.48371,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236009.0,200.0,
xut,LiSrTa2O6F,8,Li8.0Sr8.0Ta16.0O48.0F8.0,<1E-10,,,Fd-3m,227,10.46401,10.46401,10.46401,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236010.0,200.0,
ckw,LiSr0.9Nb2O6F0.8,8,Li8.0Sr7.2Nb16.0O48.0F6.4,<1E-10,,,Fd-3m,227,10.4909,10.4909,10.4909,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,,200.0,
yab,LiSr0.9Ta2O6F0.8,8,Li8.0Sr7.2Ta16.0O48.0F6.4,<1E-10,,,Fd-3m,227,10.4687,10.4687,10.4687,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,,200.0,
ysm,Li1.1SrNb1.9Zr0.1O6F,8,Li8.8Sr8.0Nb15.2Zr0.8O48.0F8.0,<1E-10,,,Fd-3m,227,10.48854,10.48854,10.48854,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236013.0,200.0,
e81,Li1.1SrTa1.9Zr0.1O6F,8,Li8.8Sr8.0Ta15.2Zr0.8O48.0F8.0,<1E-10,,,Fd-3m,227,10.46992,10.46992,10.46992,90.0,90.0,90.0,pyrochlore,10.2497/jjspm.65.26,1,D2 - 200,done,ICSD ,,,,,236014.0,200.0,
3qz,Li7La3Zr2O12,8,Li56.0La24.0Zr16.0O96.0,0.00012,,,Ia-3d ,230,12.972,12.972,12.972,90.0,90.0,90.0,,10.1039/c2jm31413d,0,,,,,,,,,205.0,
cjq,Li6SrLa2Nb2O12,8,Li48.0Sr8.0La16.0Nb16.0O96.0,4.2e-06,,,Ia-3d ,230,12.811,12.811,12.811,90.0,90.0,90.0,,10.1111/j.1551-2916.2005.00060.x,0,,,,,duplicate with line 491; 374,,,,159.0,682.0
uaz,Li6CaLa2Nb2O12,8,Li48.0Ca8.0La16.0Nb16.0O96.0,1.6e-06,,,Ia-3d ,230,12.697,12.697,12.697,90.0,90.0,90.0,garnet,10.1111/j.1551-2916.2005.00060.x,1,D1 - 197,done,,,"ic # check, was wrong paper",Yes,10.1016/j.cej.2019.121937,236045.0,159.0,683.0
aax,Li5.25Ba0.25La2.75Ta2O12,8,Li42.0Ba2.0La22.0Ta16.0O96.0,7.41e-06,7.41e-06,1.016e-05,Ia-3d ,230,12.8427,12.8427,12.8427,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,
o86,Li5.5Ba0.5La2.5Ta2O12,8,Li44.0Ba4.0La20.0Ta16.0O96.0,1.41e-05,1.41e-05,2e-05,Ia-3d ,230,12.8859,12.8859,12.8859,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,
coi,Li6.25Ba1.25La1.75Ta2O12,8,Li50.0Ba10.0La14.0Ta16.0O96.0,4.99e-05,4.99e-05,7.539e-05,Ia-3d ,230,12.9934,12.9934,12.9934,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,
3vi,Li6.5Ba1.5La1.5Ta2O12,8,Li52.0Ba12.0La12.0Ta16.0O96.0,3.08e-05,3.08e-05,6.527e-05,Ia-3d ,230,12.9855,12.9855,12.9855,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,
vwn,Li6.75Ba1.75La1.25Ta2O12,8,Li54.0Ba14.0La10.0Ta16.0O96.0,1.18e-05,1.18e-05,2.21e-05,Ia-3d ,230,12.9813,12.9813,12.9813,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,
tlp,Li7Ba2LaTa2O12,8,Li56.0Ba16.0La8.0Ta16.0O96.0,2.85e-06,2.85e-06,4.5e-06,Ia-3d ,230,12.9646,12.9646,12.9646,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,not available,,,lattice parameter double check,,,,201.0,
ka6,Li5La3Ta2O12,8,Li40.0La24.0Ta16.0O96.0,6.61e-06,6.61e-06,8.31e-06,Ia-3d ,230,12.7814,12.7814,12.7814,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,done,ICSD not the same paper,,lattice parameter double check,Yes,10.1039/C6DT04021G ,259001.0,201.0,
7o7,Li6BaLa2Ta2O12,8,Li48.0Ba8.0La16.0Ta16.0O96.0,2.95e-05,2.95e-05,4.247e-05,Ia-3d ,230,12.9748,12.9748,12.9748,90.0,90.0,90.0,garnet,10.1007/s11581-007-0097-8,1,D2 - 201,done,ICSD not the same paper,,lattice parameter double check,Yes,10.1021/am4060194,237201.0,201.0,
d6f,Li7La3Zr1.89Al0.15O12,8,Li56.0La24.0Zr15.12Al1.2O96.0,0.00034,,,Ia-3d ,230,13.0,13.0,13.0,90.0,90.0,90.0,garnet,10.1016/j.jpowsour.2013.03.049,1,D2 - 202; D1 - 770,not available,,,,,,,202.0,639.0
dvs,Li7.06La3Y0.06Zr1.94O12,8,Li56.48La24.0Y0.48Zr15.52O96.0,0.00081,0.00081,0.000956,Ia-3d ,230,12.9672,12.9672,12.9672,90.0,90.0,90.0,garnet,10.1016/j.elecom.2011.08.014,1,D2 - 203; D1 - 20,not available,,,,,,,203.0,
3o4,Li6.25La3Zr2Ga0.25O12,8,Li50.0La24.0Zr16.0Ga2.0O96.0,0.00035,,,Ia-3d ,230,12.971,12.971,12.971,90.0,90.0,90.0,garnet,10.1016/j.matchemphys.2012.03.054,1,D2 - 204; D1 - 777,not available,,,,,,,204.0,646.0
kji,Li6.4La3Zr1.4Ta0.6O12,8,Li51.2La24.0Zr11.2Ta4.8O96.0,0.001,,,Ia-3d ,230,12.922,12.922,12.922,90.0,90.0,90.0,garnet,10.1039/c2jm31413d,1,D2 - 205; D1 - 804,done,,,,Yes,10.2109/jcersj2.19022,22958.0,205.0,
